Model_name,RMSE,RMSE_GS,R2_test,R2_train,Training_Time,learning_rate,max_depth,n_estimators
XGBRegressor,2875.617598639268,2861.7854095176567,0.6708940001333134,0.711584450107835,8.35694143374761,0.1,10,150
